Trieda CK,číslo CK,identifikačné číslo DC,ID mosta,evidenčné číslo - staré,Stavebno-technický stav,správca DC (z aplikácie mosty),vlastnik DC (z aplikácie mosty),druh konštrukcie,materiál DC,zaťažiteľnosť normálna,zaťažiteľnost výhradná,zaťažiteľnosť výnimočná,spôsob stanovenia,predmet premostenia,Kraj (CK),Okres (CK),Spravca (CK),LongitudeE,LatitudeN,VyskaH
cesta III. triedy,556017,M3466.01,M3466,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,35.0,90.0,362.0,podľa tabuliek,Vodný tok,Prešovský kraj,Stropkov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.639214551,49.091019735,164.31775
cesta III. triedy,556018,M4967.01,M4967,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,78.0,175.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.545343025,49.165097535,211.061249
cesta III. triedy,556018,M6686.01,M6686,2,Bezchybný,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.532290875,49.172228386,216.546
cesta III. triedy,556018,M5117.01,M5117,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,126.0,400.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.510679239,49.177659496,226.114
cesta III. triedy,556018,M1988.01,M1988,4,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,30.0,71.0,304.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.504476361,49.1759788,231.121249
cesta III. triedy,556019,M1110.01,M1110,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,40.0,350.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.552813734,49.181730201,213.721999
cesta III. triedy,556019,M3121.01,M3121,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,48.0,103.0,239.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.551950208,49.182027127,213.95075
cesta III. triedy,556019,M5845.01,M5845,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,klenbová,monolitický prostý betón,32.0,62.0,196.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.517941357,49.200418332,260.443249
cesta III. triedy,556019,M2974.01,M2974,6,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,30.0,64.0,252.0,podľa tabuliek,Vodný tok,Prešovský kraj,Bardejov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Bardejov",21.475314913,49.216760148,220.849
cesta III. triedy,556020,M1575.01,M1575,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,38.0,84.0,308.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.557067602,49.280607403,271.8255
cesta III. triedy,556021,M7543.01,M7543,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,klenbová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.596490838,49.332296736,258.921
cesta III. triedy,556021,M2331.01,M2331,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.595457378,49.344838984,260.41825
cesta III. triedy,556021,M706.01,M706,3,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,24.0,53.0,120.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.595319807,49.355568119,271.471999
cesta III. triedy,556021,M535.01,M535,4,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,38.0,80.0,249.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.584588325,49.3624348,282.27525
cesta III. triedy,556021,M6015.01,M6015,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,24.0,30.0,189.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.581833332,49.362336859,284.81875
cesta III. triedy,556021,M4918.01,M4918,6,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.55460466,49.38681505,348.9345
cesta III. triedy,556022,M7181.01,M7181,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,45.0,110.0,334.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.608167283,49.361947957,297.6545
cesta III. triedy,556022,M1779.01,M1779,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,118.0,394.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.619055983,49.365182725,322.87725
cesta III. triedy,556023,M7075.01,M7075,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,38.0,84.0,268.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.595395976,49.361194675,280.24725
cesta III. triedy,556023,M7759.01,M7759,2,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,24.0,52.0,120.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.595775807,49.368777981,290.896999
cesta III. triedy,556023,M3322.01,M3322,3,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.598297902,49.378361395,306.797999
cesta III. triedy,556023,M6741.01,M6741,4,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,42.0,111.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.600281568,49.384136052,317.091249
cesta III. triedy,556023,M296.01,M296,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.614072145,49.400377605,358.858999
cesta III. triedy,556024,M441.01,M441,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,43.0,256.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.569656088,49.382932993,317.307
cesta III. triedy,556024,M4183.01,M4183,2,Zlý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,12.0,29.0,97.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.56914069,49.383735878,317.489
cesta III. triedy,556024,M4522.01,M4522,3,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,24.0,58.0,145.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.565932869,49.388321313,329.52125
cesta III. triedy,556024,M7275.01,M7275,5,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,30.0,70.0,181.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.570271797,49.39866749,346.88975
cesta III. triedy,556024,M5684.01,M5684,6,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,26.0,46.0,228.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.566977208,49.404004212,358.627999
cesta III. triedy,556024,M2941.01,M2941,7,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.557449389,49.410199035,387.294999
cesta III. triedy,556024,M3995.01,M3995,8,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,41.0,109.0,404.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.554569728,49.41109153,389.626
cesta III. triedy,556025,M439.01,M439,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,21.0,62.0,202.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.622331748,49.326256994,260.65325
cesta III. triedy,556025,M4772.01,M4772,2,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,40.0,92.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.654991036,49.304818663,326.031499
cesta III. triedy,556025,M4382.01,M4382,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,40.0,92.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.65830226,49.306290582,332.246499
cesta III. triedy,556026,M6052.01,M6052,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,38.0,82.0,195.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.646008087,49.349543107,286.470749
cesta III. triedy,556026,M6870.01,M6870,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,122.0,360.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.659235011,49.348647467,310.990999
cesta III. triedy,556026,M7294.01,M7294,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.662501692,49.349575051,315.97775
cesta III. triedy,556027,M1284.01,M1284,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,21.0,62.0,194.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.644255535,49.376704673,324.35175
cesta III. triedy,556027,M6306.01,M6306,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,26.0,76.0,283.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.640471103,49.397325507,359.852249
cesta III. triedy,556027,M6607.01,M6607,3,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,20.0,62.0,210.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.639134282,49.402497802,371.470749
cesta III. triedy,556027,M2051.01,M2051,4,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,26.0,44.0,271.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.631636526,49.422402963,424.168
cesta III. triedy,556027,M2735.01,M2735,5,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,32.0,71.0,330.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.630823693,49.426915385,442.485
cesta III. triedy,556028,M1357.01,M1357,1,Veľmi dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný predpätý betón,26.0,74.0,297.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.640580593,49.405424781,383.083499
cesta III. triedy,556029,M2353.01,M2353,1,Uspokojivý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,17.0,36.0,270.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.670281909,49.376694851,346.437
cesta III. triedy,556029,M6827.01,M6827,2,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,monolitický železobetón,19.0,49.0,199.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.671040101,49.377937958,346.11
cesta III. triedy,556029,M5058.01,M5058,3,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.677855183,49.38308552,365.357499
cesta III. triedy,556030,M6979.01,M6979,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,dosková,prefabrikovaný železobetón,50.0,120.0,318.0,podľa tabuliek,Vodný tok,Prešovský kraj,Svidník,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.697461939,49.358603503,343.285499
