Trieda PK,Číslo PK,Most /DC,Názov mosta,ID mosta,ID DC,správcovské číslo,Stavebno-technický stav,Longitude,Latitude,Vyska,Druh konštrukcie,Material,Normána zaťažiteľnost / t,Výhradná zaťažiteľnosť / t,Výnimočná zaťažiteľnosť / t,Spôsob stanovenie,Predmet premostenia,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia / m,Dĺžka nosnej konštrukcie / m,Volná šírka mosta/ m,Šírka medzi obrubami/ m,Pocha mosnej konštrukcie / m2,Plocha mosta / m2,Vlastník úseku,Správca úseku,Okres,Smer úseku,Typ úseku,Počiatočný uzol,Koncový uzol,úsek ID,úsekové staničenie začiatku DC / m,Kilometrovníkové staničenie začiatku DC / km,Kumulatívne staničenie začiatku DC / km,Poradie úsekov
cesta III. triedy,3591,Most,Most cez zimný potok v obci Oľšavka,M2658,M2658.01,1,Uspokojivý,21.69911943,49.280986615,264.217,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1957.0,,1.0,3.0,,7.2,6.3,,21.6,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A08300,2832A09100,150941,835,1.644,1.675,3.0
cesta III. triedy,3591,Most,Most cez potok Babie v obci Oľšavka,M3074,M3074.01,2,Uspokojivý,21.695332142,49.28436255,266.770999,klenbová,monolitický prostý betón,32.0,50.0,196.0,podľa tabuliek,Vodný tok,1959.0,,1.0,3.05,,9.9,9.9,,30.2,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A08300,2832A09100,150941,1296,2.105,2.136,3.0
cesta III. triedy,3591,Most,Most cez potok v obci Oľšavka,M3682,M3682.01,3,Uspokojivý,21.686073597,49.292876168,291.606499,dosková,prefabrikovaný železobetón,50.0,118.0,418.0,podľa tabuliek,Vodný tok,1968.0,,1.0,6.8,,7.5,6.5,,,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A09300,2832A09400,150951,118,3.298,3.305,5.0
cesta III. triedy,3591,Most,Most cez miestný potok v obci Oľšavka,M163,M163.01,4,Uspokojivý,21.68462795,49.294254096,296.55275,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,1969.0,,1.0,8.2,,7.5,6.5,,61.5,PO SK,SUC PSK - SK,Stropkov,oba smery trasy CK,medzikrižovatkový,2832A09500,2832A02500,150953,20,3.484,3.491,7.0
cesta III. triedy,3600,Most,Most cez Medziansky potok pred obcou Pavlovce,M1048,M1048.01,1,Zlý,21.45021136,49.036380081,247.509999,dosková,monolitický železobetón,12.0,13.0,107.0,odhadom,Vodný tok,1945.0,,1.0,4.05,,7.45,6.5,,30.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A29000,2833A29100,403671,514,,0.653,2.0
cesta III. triedy,3600,Most,Most cez Medziansky potok v obci Pavlovce,M3224,M3224.01,2,Zlý,21.443958458,49.029911325,276.784499,dosková,prefabrikovaný železobetón,9.0,19.0,106.0,odhadom,Vodný tok,1959.0,,1.0,4.1,,8.1,7.0,,33.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A29300,2833A29400,403674,11,,1.535,5.0
cesta III. triedy,3601,Most,Most cez potok Hrabinky pred obcou Radvanovce,M4107,M4107.01,1,Zlý,21.457586716,49.040905871,239.656,dosková,prefabrikovaný železobetón,45.0,113.0,400.0,podľa tabuliek,Vodný tok,1965.0,,1.0,6.0,,8.1,6.7,,49.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A01000,2833A28800,5897,284,,0.284,1.0
cesta III. triedy,3601,Most,Most cez bezmenný potok v obci Radvanovce,M1715,M1715.01,2,Uspokojivý,21.456916034,49.044931311,250.788499,dosková,prefabrikovaný železobetón,26.0,42.0,310.0,podľa tabuliek,Vodný tok,1965.0,,1.0,3.8,,8.55,7.4,,32.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A01000,2833A28800,5897,725,,0.725,1.0
cesta III. triedy,3602,Most,Most cez Medziansky potok v obci Medzianky,M7526,M7526.01,1,Uspokojivý,21.467707968,49.037636078,220.85125,dosková,prefabrikovaný predpätý betón,48.0,106.0,331.0,podľa tabuliek,Vodný tok,1991.0,,1.0,13.7,,9.4,7.0,,129.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A28200,2833A28300,403663,7,,0.617,2.0
cesta III. triedy,3604,Most,Most cez Hlboký potok pred obcou Petrovce,M2097,M2097.01,1,Uspokojivý,21.490255584,49.010034633,266.186499,dosková,prefabrikovaný predpätý betón,26.0,74.0,264.0,podľa tabuliek,Vodný tok,1968.0,,1.0,12.1,,7.8,6.6,,94.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A30501,3811A03200,403686,853,,2.096,13.0
cesta III. triedy,3604,Most,Most cez Hlboký potok v obci Petrovce,M4085,M4085.01,2,Zlý,21.47943283,48.998521222,321.764999,dosková,prefabrikovaný predpätý betón,21.0,41.0,221.0,podľa tabuliek,Vodný tok,1968.0,,1.0,8.9,,9.73,9.73,,87.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A03900,3811A01300,403689,460,,3.607,16.0
cesta III. triedy,3608,Most,Most cez rieku Topľa pred obcou Vyš. Žipov,M3012,M3012.01,1,Dobrý,21.578876338,48.982029102,144.247749,dosková,prefabrikovaný predpätý betón,20.0,61.0,148.0,podľa tabuliek,Vodný tok,1966.0,,4.0,78.34,,8.65,6.85,,678.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A00400,3811A05100,5949,56,,0.056,1.0
cesta III. triedy,3608,Most,Most cez Petkovský jarok v obci Vyšný Žipov,M5398,M5398.01,2,Zlý,21.588002696,48.986156788,147.960999,dosková,prefabrikovaný železobetón,50.0,86.0,390.0,podľa tabuliek,Vodný tok,1963.0,,1.0,9.54,,6.54,6.5,,62.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A05300,3811A22800,403701,21,,0.908,4.0
cesta III. triedy,3611,Most,Most cez Slaný potok v obci Rudlov,M4322,M4322.01,1,Zlý,21.574844834,48.922659656,186.6195,dosková,prefabrikovaný železobetón,52.0,91.0,418.0,podľa tabuliek,Vodný tok,1967.0,,1.0,8.2,,7.5,6.5,,62.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A08300,3811A08400,403731,10,,1.749,3.0
cesta III. triedy,3612,Most,Most cez rieku Topľa pred obcou Jastrabie nad Topľou,M7115,M7115.01,2,Zlý,21.606068408,48.932317744,135.892999,dosková,prefabrikovaný predpätý betón,38.0,76.0,184.0,podľa tabuliek,Vodný tok,1983.0,,4.0,62.24,,9.0,7.0,,560.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A02900,3811A07300,6047,305,,0.795,4.0
cesta III. triedy,3614,Most,Most cez Zámutovský potok pred obcou Zámutov,M5016,M5016.01,1,Zlý,21.58681474,48.899260233,198.796749,dosková,monolitický železobetón,21.0,40.0,219.0,odhadom,Vodný tok,1947.0,,1.0,6.27,,6.45,5.45,,40.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A23000,3811A09900,1268282,2435,,3.537,12.0
cesta III. triedy,3615,Most,Most cez potok Lomnica za obcou Vechec,M6242,M6242.01,1,Uspokojivý,21.601145881,48.876456704,209.084749,dosková,prefabrikovaný predpätý betón,20.0,60.0,170.0,podľa tabuliek,Vodný tok,1964.0,,1.0,15.13,,7.5,6.5,,113.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A12800,3811A13000,403778,1261,,1.656,5.0
cesta III. triedy,3617,Most,Most cez potok Čičava za mestom Vranov nad Topľou,M3655,M3655.01,1,Zlý,21.666799968,48.903823239,134.76875,dosková,prefabrikovaný predpätý betón,48.0,100.0,278.0,podľa tabuliek,Vodný tok,1989.0,,1.0,17.01,,13.25,11.5,,225.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A31300,3812A04300,403838,29,,2.48,43.0
cesta III. triedy,3617,Most,Most cez inundačný kanál pred obcou Jastrabie nad Topľou,M3231,M3231.01,3,Zlý,21.620795429,48.930372521,137.1425,dosková,monolitický železobetón,7.0,19.0,183.0,odhadom,Vodný tok,1940.0,,1.0,2.67,,6.1,,,16.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A10700,3811A03000,403756,2409,,8.062,47.0
cesta III. triedy,3617,Most,Most cez inundačný kanál pred obcou Jastrabie nad Topľou,M1815,M1815.01,4,Zlý,21.61409,48.93337,135.12,dosková,monolitický železobetón,8.0,25.0,251.0,odhadom,Vodný tok,1940.0,,1.0,2.3,,6.85,6.0,,16.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A10700,3811A03000,403756,2500,,8.153,47.0
cesta III. triedy,3617,Most,Most cez potok Jastrabie v obci Jastrabie nad Topľou,M6410,M6410.01,5,Dobrý,21.60548896,48.938669136,138.0215,klenbová,monolitický prostý betón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,1924.0,,1.0,4.0,,8.5,7.3,,34.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A07900,3811A08000,403727,16,,9.078,50.0
cesta III. triedy,3619,Most,Mostcez miestny potok v obci Merník,M4456,M4456.01,1,Uspokojivý,21.640609825,48.946875532,165.590249,dosková,monolitický železobetón,6.0,13.0,116.0,odhadom,Vodný tok,1942.0,,1.0,4.3,,6.92,6.5,,30.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A11100,3811A11300,403760,36,,5.465,3.0
cesta III. triedy,3619,Most,Most cez potok Čičavka za obcou Merník,M1404,M1404.01,2,Uspokojivý,21.636160164,48.962096906,177.127999,dosková,monolitický železobetón,10.0,25.0,128.0,podľa tabuliek,Vodný tok,1941.0,,1.0,5.8,,5.8,5.0,,34.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A11300,3811A11500,403762,1144,,7.343,4.0
cesta III. triedy,3619,Most,Most cez miestny potok v Michalku,M5744,M5744.01,3,Dobrý,21.634038958,48.989629407,245.126499,trámová,monolitický železobetón,36.0,83.0,261.0,podľa tabuliek,Vodný tok,1952.0,,1.0,7.15,,6.5,6.0,,46.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A11300,3811A11500,403762,4421,,10.62,4.0
cesta III. triedy,3619,Most,Most cez miestny potok v obci Michalok,M7261,M7261.01,4,Zlý,21.632304148,48.991617132,255.903,dosková,prefabrikovaný železobetón,14.0,19.0,322.0,odhadom,Vodný tok,1972.0,,1.0,3.8,,11.0,9.75,,42.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A11500,3811A03300,403764,382,,11.016,5.0
cesta III. triedy,3623,Most,Most cez potok Rakovec v obci Kamenná Poruba,M4113,M4113.01,1,Uspokojivý,21.648489491,48.845843351,144.51725,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1997.0,,1.0,10.3,,9.0,7.0,,93.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3811A14500,3813A10900,403951,210,,2.154,9.0
cesta III. triedy,3623,Most,Most cez Zadnú Dolinu pred obcou Davidov,M3274,M3274.01,2,Dobrý,21.637279397,48.831832953,205.474749,dosková,monolitický železobetón,10.0,24.0,196.0,odhadom,Vodný tok,1956.0,,1.0,4.0,,7.1,7.1,,28.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3813A11000,3813A11100,403953,1775,,3.982,11.0
cesta III. triedy,3624,Most,Most cez rieku Topľa za obcou Sačurov,M1756,M1756.01,2,Dobrý,21.710322954,48.823424047,118.91825,dosková,prefabrikovaný predpätý betón,38.0,84.0,233.0,podľa tabuliek,Vodný tok,1978.0,,4.0,59.08,,8.45,6.7,,499.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3814A03300,3814A03203,4859,491,,1.422,3.0
cesta III. triedy,3624,Most,Most cez kanál Rafajka za obcou Sačurov,M1946,M1946.01,3,Veľmi zlý,21.717365845,48.823978821,117.4645,dosková,monolitický železobetón,24.0,51.0,266.0,odhadom,Kanál,1961.0,,1.0,3.0,,7.65,6.7,,23.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3814A03300,3814A03203,4859,1028,,1.959,3.0
cesta III. triedy,3628,Most,Most cez potok Oľka za obcou Žalobín,M5559,M5559.01,1,Dobrý,21.722933422,48.969022162,135.421,trámová,prefabrikovaný predpätý betón,20.0,33.0,71.0,odhadom,Vodný tok,1969.0,,1.0,20.0,,7.7,6.6,,154.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A29700,3812A29800,403822,304,,0.352,4.0
cesta III. triedy,3628,Most,Most cez kanál v obci Malá Domaša,M1139,M1139.01,2,Veľmi zlý,21.714729562,48.969483059,133.612999,dosková,monolitický železobetón,15.0,34.0,254.0,odhadom,Iná prekážka,1956.0,,1.0,4.0,,7.0,6.0,,28.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A51300,3812A30000,1268289,32,,1.012,8.0
cesta III. triedy,3629,Most,Most cez potok Oľka pred obcou Giglovce,M7483,M7483.01,1,Zlý,21.744887564,48.998722065,146.37875,dosková,prefabrikovaný predpätý betón,38.0,86.0,227.0,podľa tabuliek,Vodný tok,1979.0,,2.0,28.43,,8.8,7.0,,250.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A02200,3812A28700,6187,130,,0.13,1.0
cesta III. triedy,3629,Most,Most cez potok Ondalík pred obcou Giglovce,M5380,M5380.01,2,Dobrý,21.735090865,48.998362665,146.285749,dosková,monolitický železobetón,17.0,34.0,167.0,odhadom,Vodný tok,1956.0,,1.0,7.95,,6.1,5.45,,48.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A02200,3812A28700,6187,899,,0.899,1.0
cesta III. triedy,3629,Most,Most cez miestny potok v obci Rafajovce,M7355,M7355.01,3,Zlý,21.739381077,49.041419801,169.516499,dosková,monolitický železobetón,10.0,25.0,210.0,odhadom,Vodný tok,1956.0,,1.0,4.2,,9.7,9.1,,41.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2834A22400,2834A22600,403804,2996,,6.583,4.0
cesta III. triedy,3629,Most,Most cez potok Ondalík v obci Rafajovce,M6695,M6695.01,4,Zlý,21.740089361,49.041251334,169.58775,dosková,monolitický železobetón,9.0,19.0,53.0,odhadom,Vodný tok,1956.0,,1.0,8.5,,5.9,5.3,,50.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2834A22600,2834A22700,403806,51,,6.64,5.0
cesta III. triedy,3630,Most,Most cez voľanský potok pred obcou Remeniny,M966,M966.01,1,Uspokojivý,21.532702641,49.031650581,153.844249,dosková,prefabrikovaný predpätý betón,38.0,80.0,202.0,podľa tabuliek,Vodný tok,1977.0,,1.0,15.36,,7.85,6.75,,121.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A39200,2833A04700,1267482,874,,1.389,5.0
cesta III. triedy,3630,Most,Most cez Biely potok v obci Remeniny,M6963,M6963.01,2,Uspokojivý,21.550974758,49.037349188,175.085999,rámová,prefabrikovaný železobetón,44.0,130.0,420.0,odhadom,Vodný tok,1988.0,,2.0,5.0,,30.7,28.05,,154.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A25600,2833A25701,403637,275,,2.902,7.0
cesta III. triedy,3630,Most,Most cez Voliansky potok v obci Remeniny,M4490,M4490.01,3,Zlý,21.552102946,49.038044557,174.903,dosková,prefabrikovaný predpätý betón,48.0,103.0,306.0,podľa tabuliek,Vodný tok,1988.0,,1.0,15.9,,10.0,9.5,,159.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A25702,2833A25800,1267483,73,,2.998,9.0
cesta III. triedy,3630,Most,Most cez potok za obcou Remeniny,M5688,M5688.01,4,Uspokojivý,21.563322501,49.051121945,187.1965,dosková,prefabrikovaný železobetón,27.0,80.0,294.0,podľa tabuliek,Vodný tok,1964.0,,1.0,5.0,,7.85,6.5,,39.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A25800,2833A25900,403639,1713,,4.75,10.0
cesta III. triedy,3630,Most,Most cez potok Poruba v Matiaške,M7584,M7584.01,8,Dobrý,21.58168159,49.06141813,210.632249,dosková,prefabrikovaný železobetón,47.0,79.0,345.0,podľa tabuliek,Vodný tok,1963.0,,1.0,9.0,,9.3,6.5,,84.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A25800,2833A25900,403639,3645,,6.682,10.0
cesta III. triedy,3630,Most,Most cez Voľanský potok v Matiaške,M3095,M3095.01,9,Uspokojivý,21.582168079,49.061485162,211.854749,dosková,prefabrikovaný železobetón,33.0,66.0,246.0,podľa tabuliek,Vodný tok,1966.0,,1.0,8.15,,9.85,6.0,,80.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A04900,2833A25000,5876,8,,6.802,12.0
cesta III. triedy,3630,Most,Most cez potok pred obcou Vavrinec,M82,M82.01,10,Uspokojivý,21.589953517,49.058619111,220.9035,dosková,prefabrikovaný železobetón,38.0,91.0,323.0,podľa tabuliek,Vodný tok,1966.0,,1.0,6.0,,8.2,7.15,,49.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A25200,2833A05001,403633,608,,7.485,14.0
cesta III. triedy,3630,Most,Most cez bezmenný potok za obcou Matiaška,M17,M17.01,11,Zlý,21.600690866,49.056209124,235.913499,dosková,prefabrikovaný železobetón,39.0,94.0,316.0,podľa tabuliek,Vodný tok,1966.0,,1.0,3.65,,7.6,6.55,,28.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A25200,2833A05001,403633,1467,,8.344,14.0
cesta III. triedy,3630,Most,Most cez potok v obci Vavrinec,M1664,M1664.01,12,Uspokojivý,21.596702464,49.048200114,282.081,dosková,prefabrikovaný železobetón,33.0,88.0,330.0,podľa tabuliek,Vodný tok,1966.0,,1.0,4.0,,6.1,5.4,,24.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A05002,2833A05100,413838,956,,9.365,16.0
cesta III. triedy,3631,Most,Most cez Voľanský potok pred obcou Prosačov,M2533,M2533.01,1,Bezchybný,21.53684639,49.034777463,163.56075,trámová,prefabrikovaný predpätý betón,30.0,63.0,124.0,podľa tabuliek,Vodný tok,1964.0,,1.0,16.85,,7.5,6.5,,126.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A04700,2833A26100,5881,48,,0.048,1.0
cesta III. triedy,3632,Most,Most cez rieku Topľa pred obcou Vlača,M6,M6.01,1,Uspokojivý,21.515145876,49.047112153,169.746249,dosková,prefabrikovaný predpätý betón,20.0,60.0,136.0,podľa tabuliek,Vodný tok,1974.0,,3.0,57.9,,8.35,6.6,,483.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,2833A02900,2833A27200,5888,187,,0.187,1.0
cesta III. triedy,3633,Most,Most cez potok v Slov. Kajni,M20,M20.01,2,Uspokojivý,21.692929892,48.968036751,144.701249,dosková,prefabrikovaný predpätý betón,44.0,74.0,314.0,podľa tabuliek,Vodný tok,1964.0,,1.0,8.0,,9.05,6.7,,72.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A30402,3812A30600,403830,204,,1.162,4.0
cesta III. triedy,3635,Most,Most cez rieku Ondava,M4021,M4021.01,1,Zlý,21.700833584,48.985932049,137.34325,dosková,prefabrikovaný predpätý betón,38.0,102.0,228.0,podľa tabuliek,Vodný tok,1982.0,,6.0,106.53,,9.5,9.5,,1012.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A06503,3812A29100,6194,1343,,1.425,3.0
cesta III. triedy,3637,Most,Most cez Kazimírsky potok pred obcou Vyšný Kazimír,M4847,M4847.01,1,Veľmi zlý,21.710236478,48.923221616,153.553499,dosková,prefabrikovaný predpätý betón,48.0,92.0,404.0,podľa tabuliek,Vodný tok,1975.0,,1.0,7.7,,10.0,8.6,,77.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A34700,3812A35000,403872,640,,2.483,3.0
cesta III. triedy,3638,Most,Most cez bezmenný potok pred obcou Štefanovce,M656,M656.01,1,Zlý,21.771282362,48.941383305,150.4715,dosková,monolitický železobetón,26.0,42.0,367.0,odhadom,Vodný tok,1948.0,,1.0,2.5,,6.1,4.2,,15.25,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A33500,3812A51200,403860,2901,,3.494,5.0
cesta III. triedy,3639,Most,Most cez potok Ondavka pred obcou Tov. Polianka,M2828,M2828.01,1,Uspokojivý,21.770689646,48.901582048,131.781749,trámová,prefabrikovaný predpätý betón,24.0,52.0,120.0,podľa tabuliek,Vodný tok,1958.0,,1.0,14.8,,7.5,6.5,,111.0,PO SK,SUC PSK - VT,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A02903,3812A32700,419058,146,,0.175,3.0
cesta III. triedy,3650,Most,Most cez potok Bačkovský za obcou Višňov,M1613,M1613.01,1,Uspokojivý,21.683868853,48.753967766,121.232999,dosková,prefabrikovaný železobetón,26.0,36.0,243.0,podľa tabuliek,Vodný tok,1965.0,,1.0,4.15,,7.5,6.5,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3814A08100,3814A08200,184868,1099,,9.742,19.0
cesta III. triedy,3652,Most,Most cez miestny potok pred obcou Kravany,M3837,M3837.01,1,Veľmi zlý,21.647352247,48.741694961,160.531499,dosková,monolitický železobetón,14.0,31.0,139.0,podľa tabuliek,Vodný tok,1957.0,,1.0,7.1,,7.5,6.5,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A03900,3813A07700,6074,929,,4.427,5.0
cesta III. triedy,3652,Most,Most pred obcou Kravany,M823,M823.01,001A,Uspokojivý,21.64395938,48.750237355,156.958249,dosková,prefabrikovaný železobetón,25.0,64.0,156.0,podľa tabuliek,Kanál,1962.0,,1.0,5.9,,7.72,6.72,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A03900,3813A07700,6074,1920,,5.418,5.0
cesta III. triedy,3652,Most,Most cez miestny potok v Stankovciach,M3032,M3032.01,2,Zlý,21.660671824,48.761532429,136.418,dosková,monolitický železobetón,19.0,48.0,117.0,podľa tabuliek,Vodný tok,1946.0,,1.0,3.5,,4.7,4.7,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A07700,3813A07800,184877,1465,,7.905,6.0
cesta III. triedy,3653,Most,Most cez potok Temavka v obci Sečovce,M6219,M6219.01,1,Veľmi zlý,21.6547222,48.700848599,130.6625,trámová,prefabrikovaný predpätý betón,30.0,68.0,154.0,podľa tabuliek,Vodný tok,1968.0,,2.0,27.6,,11.9,9.0,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A27100,3813A07400,1136649,29,,0.176,4.0
cesta III. triedy,3653,Most,Most cez potok Temavka v obci Zbehňov,M7456,M7456.01,2,Uspokojivý,21.627666529,48.689652525,171.231,dosková,monolitický železobetón,21.0,32.0,280.0,podľa tabuliek,Vodný tok,1951.0,,1.0,3.2,,7.65,7.65,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A09101,3813A09200,182939,25,,2.835,12.0
cesta III. triedy,3653,Most,Most cez potok Cecejec v obci Malé Ozorovce,M6444,M6444.01,3,Uspokojivý,21.618842128,48.683664354,185.5285,trámová,oceľ -  plnostenná,25.0,64.0,156.0,podľa tabuliek,Vodný tok,1946.0,,1.0,2.45,,8.7,7.2,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A09400,3813A09500,182942,25,,3.774,14.0
cesta III. triedy,3653,Most,Most v obci Veľké Ozorovce,M3216,M3216.01,003A,Uspokojivý,21.610414172,48.659307406,169.940499,dosková,prefabrikovaný železobetón,36.0,78.0,358.0,podľa tabuliek,Vodný tok,1982.0,,1.0,5.0,,37.6,37.1,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,lúč,3831A12101,3831A12102,182949,53,,6.604,20.0
cesta III. triedy,3653,Most,Most cez potok Kašín pred obcou Zemplínská Teplica,M5194,M5194.01,4,Uspokojivý,21.59892308,48.658491725,171.535499,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1952.0,,1.0,3.0,,7.8,6.8,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3831A12400,3831A12500,182952,233,,7.462,23.0
cesta III. triedy,3653,Most,Most cez potok Číža pred obcou Zemplinská Teplica,M3383,M3383.01,5,Uspokojivý,21.584219594,48.65315743,178.9075,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,1952.0,,1.0,3.5,,7.7,6.7,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3831A12400,3831A12500,182952,1496,,8.725,23.0
cesta III. triedy,3654,Most,Most cez miestny potok v obci Sečovce,M3395,M3395.01,1,Veľmi zlý,21.647025654,48.700819479,133.376999,trámová,prefabrikovaný železobetón,24.0,64.0,100.0,podľa tabuliek,Vodný tok,1968.0,,1.0,17.5,,12.0,7.1,,,KE SK,SC KSK - TV,Trebišov,oba smery trasy CK,medzikrižovatkový,3813A08700,3813A04600,182935,19,,0.217,2.0
