Trieda CK,Číslo CK,Pôvodné číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer_úseku,Typ_úseku,Vlastník CK,Typ správcu CK,Správca CK,Kraj,Okres,Pokračovanie,Poradie,Usek ID,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku - DC,Kumulatívne staničenie začiatku - DC,Kilometrovníkové staničenie začiatku - UZLA,Kumulatívne staničenie začiatku -UZLA
cesta III. triedy,3111,542004,5,M4469,542004-005 most cez potok v obci Zálesie,,1990.0,,,1.0,3.9,,8.0,7.0,,,Dobrý,20.384488325,49.328093543,668.395499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,3.9,dosková,prefabrikovaný železobetón,36.0,81.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,1,318631,2732A13100,2732A03100,4841,3514,,3781,267.0,267
cesta III. triedy,3112,542005,1,M1588,542005-001 most cez potok Rieka za Spišskou Starou Vsou,,1992.0,,,1.0,16.86,,11.0,7.0,,,Bezchybný,20.363893457,49.376218705,508.819,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,16.86,dosková,prefabrikovaný predpätý betón,48.0,121.0,274.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,2,4444,2714A00603,2714A04500,272,115,,158,43.0,43
cesta III. triedy,3112,542005,2,M2270,542005-002 most cez potok Jordanec pred obcou Havka,,1967.0,,,1.0,8.0,,7.5,6.0,,,Dobrý,20.380364236,49.363697144,533.1135,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.0,dosková,prefabrikovaný železobetón,50.0,118.0,340.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318616,2714A04500,2732A11900,5214,2262,,2577,315.0,315
cesta III. triedy,3112,542005,3,M7187,542005-003 most cez potok Jordanec pred obcou Havka,,1967.0,,,1.0,6.85,,7.3,6.5,,,Dobrý,20.395591023,49.35127711,582.769499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.85,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318616,2714A04500,2732A11900,5214,4217,,4532,315.0,315
cesta III. triedy,3112,542005,4,M6097,542005-004 most cez potok Jordanec,,1967.0,,,1.0,5.8,,7.5,6.5,,,Dobrý,20.40135237,49.348886854,598.395499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.8,dosková,prefabrikovaný železobetón,50.0,130.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,3,318616,2714A04500,2732A11900,5214,4667,,4982,315.0,315
cesta III. triedy,3113,543043,1,M6005,543043-001 most cez potok Havka pred obcou Lechnica,,1971.0,,,1.0,5.2,,6.1,5.0,,,Dobrý,20.4060395,49.388183114,465.664499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.2,dosková,prefabrikovaný železobetón,50.0,108.0,420.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,0,4443,2714A00500,2714A04300,892,406,,406,0.0,0
cesta III. triedy,3113,543043,2,M1087,543043-002 most cez potok Havka v obci Lechnica,,2002.0,,,1.0,2.5,,20.7,19.7,,,Bezchybný,20.407703727,49.384084671,476.110249,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,2.5,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Kežmarok,0.0,1,318614,2714A04300,2714A04400,12,9,,901,892.0,892
cesta III. triedy,3120,68018,1,M303,068018-001 most cez potok Jakubianka,,1952.0,,,2.0,33.6,,9.5,6.9,,,Dobrý,20.692856849,49.301181317,530.19125,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,33.6,trámová,monolitický železobetón,22.0,56.0,138.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,3.0,1,218721,2741A15900,2741A16000,263,172,,807,635.0,635
cesta III. triedy,3123,541008,2,M1147,541008-002 most cez rieku Poprad za obcou Podolinec,,1954.0,,,2.0,45.5,,7.2,5.8,,,Havarijný,20.537172899,49.25604161,571.801749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,45.5,trámová,prefabrikovaný predpätý betón,14.0,36.0,89.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,3,218731,2732A09300,2732A09400,3503,114,,257,143.0,143
cesta III. triedy,3123,541008,3,M2770,541008-003 most cez potok Lomnický v obci Lomnička,,1961.0,,,1.0,8.0,,9.0,6.5,,,Uspokojivý,20.569064218,49.24982394,612.55275,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.0,dosková,prefabrikovaný železobetón,19.0,48.0,119.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,3,218731,2732A09300,2732A09400,3503,3445,,3588,143.0,143
cesta III. triedy,3126,541011,1,M1306,541011-001 most cez rieku Poprad pred obcou Forbasy,,1972.0,,,3.0,57.55,,9.0,6.5,,,Dobrý,20.62572602,49.301984072,535.640249,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,57.55,dosková,prefabrikovaný predpätý betón,26.0,78.0,185.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,1,218642,2732A08000,2732A08100,114,46,,147,101.0,101
cesta III. triedy,3127,541012,1,M4931,541012-001 most cez miestny potok pred obcou Kače,,1970.0,,,1.0,15.4,,7.5,6.5,,,Uspokojivý,20.723039782,49.416655553,381.428499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,15.4,dosková,prefabrikovaný predpätý betón,21.0,60.0,196.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,0,658651,2723A00200,2723A01000,585,545,,545,0.0,0
cesta III. triedy,3128,541013,1,M956,541013-001 most cez potok Malý Lipník v obci Jarabina,,1997.0,,,1.0,8.15,,9.25,7.0,,,Bezchybný,20.65740641,49.334308382,583.668749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.15,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,4,218719,2732A08600,2732A08700,26,16,3.438,3472,3422.0,3456
cesta III. triedy,3128,541013,2,M3934,541013-002 most cez potok Litmanová pred obcou Litmanová,,1964.0,,,1.0,8.0,,7.5,6.5,,,Uspokojivý,20.621299468,49.363961153,640.2745,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.0,dosková,prefabrikovaný železobetón,20.0,49.0,122.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,10,220808,2714A02100,2714A02200,323,17,8.577,8643,8560.0,8626
cesta III. triedy,3128,541013,3,M1580,541013-003 most cez miestny potok Litmanová,,1966.0,,,1.0,2.75,,7.5,6.5,,,Dobrý,20.620177729,49.367781868,663.388999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,2.75,dosková,prefabrikovaný železobetón,26.0,48.0,144.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,11,220809,2714A02200,2714A02300,172,112,8.995,9061,8883.0,8949
cesta III. triedy,3128,541013,5,M9546,Most cez miestny potok za obcou Litmanová,"SUC PSK, Jesenná 14, 080 05 Prešov",2015.0,"Inžinierske stavby, a.s., Priemyselná 7, 042 45 Košice",STN 73 6203,1.0,3.4,4.846,6.25,5.0,30.045,30.287,Nezistený,20.63648,49.38221,709.0,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,4.846,trámová,spriahnutá oceľ-betón,32.0,80.0,196.0,statický výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,18,220816,2714A02900,2714A03000,1042,1020,12.278,12344,11258.0,11324
cesta III. triedy,3129,541014,1,M1901,541014-001 most cez potok Hraničná pred obcou Kremná,,1963.0,,,1.0,6.2,,6.0,5.3,,,Veľmi zlý,20.688066835,49.356474425,611.387749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.2,dosková,prefabrikovaný železobetón,19.0,46.0,145.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,1,218687,2741A14100,2741A14200,792,29,,204,175.0,175
cesta III. triedy,3129,541014,2,M4927,541014-002 most cez potok Kremná v obci Kremná,,1975.0,,,1.0,9.9,,6.1,5.3,,,Dobrý,20.693508965,49.355977805,594.362999,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,9.9,dosková,prefabrikovaný predpätý betón,26.0,57.0,302.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,1,218687,2741A14100,2741A14200,792,460,,635,175.0,175
cesta III. triedy,3133,543027,1,M2779,543027-001 most cez potok Hradlová pred obcou Kyjov,,1967.0,,,1.0,7.5,,6.85,6.4,,,Dobrý,20.932177156,49.215015968,627.0515,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.5,dosková,monolitický železobetón,32.0,80.0,196.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,0,5124,2741A00500,2741A16300,971,943,,943,0.0,0
cesta III. triedy,3135,543029,1,M3582,"543029-001 most cez potok Vesné, Šarišské Jastrabie",,1960.0,,,1.0,3.0,,6.66,6.0,,,Zlý,20.905773211,49.244169409,557.2745,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,3.0,dosková,monolitický železobetón,18.0,48.0,117.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,3,218749,2741A17800,2741A17900,406,268,,1824,1556.0,1556
cesta III. triedy,3136,543030,1,M2105,543030-001 most cez potok Hradlová pred obcou Ďurková,,1972.0,,,2.0,25.9,,7.62,6.62,,,Veľmi dobrý,20.880007155,49.246287087,508.31925,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,25.9,dosková,prefabrikovaný predpätý betón,26.0,78.0,262.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,0,5162,2741A00800,2741A18700,275,128,,128,0.0,0
cesta III. triedy,3136,543030,3,M4597,543030-003 most cez potok Valalská pred obcou Vyslanka,,1963.0,,,1.0,17.8,,8.0,6.5,,,Zlý,20.862099851,49.236508717,530.982,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,17.8,trámová,prefabrikovaný predpätý betón,16.0,36.0,75.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,10,220770,2741A19500,2741A19600,37,6,,1914,1908.0,1908
cesta III. triedy,3137,543031,1,M3462,543031-001 most cez miestny potok v obci Hromoš,,1978.0,,,1.0,13.9,,10.0,7.0,,,Uspokojivý,20.796195977,49.257948051,505.676,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,13.9,dosková,prefabrikovaný predpätý betón,38.0,91.0,242.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,2,220774,2741A19900,2741A20000,1102,621,,1015,394.0,394
cesta III. triedy,3137,543031,2,M840,543031-002 most cez miestny potok v obci Hromoš,,1978.0,,,1.0,7.35,,12.4,10.0,,,Dobrý,20.794186287,49.254138254,515.323,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.35,dosková,prefabrikovaný železobetón,50.0,97.0,390.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,2,220774,2741A19900,2741A20000,1102,1095,,1489,394.0,394
cesta III. triedy,3138,543032,2,M634,543032-002 most cez rieku Poprad za obcou Plavnica,,1970.0,,,3.0,57.0,,9.0,6.5,,,Dobrý,20.79139682,49.288295049,498.285,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,57.0,trámová,prefabrikovaný predpätý betón,26.0,78.0,171.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,8,5173,2741A03801,2741A11800,642,540,,1742,1202.0,1202
cesta III. triedy,3138,543032,3,M6342,543032-003 most cez potok za obcou Plavnica,,1951.0,,,1.0,4.45,,7.0,6.5,,,Uspokojivý,20.791409233,49.316206178,527.413,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,4.45,dosková,monolitický železobetón,11.0,30.0,214.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,11,5207,2741A04000,2741A04200,3997,2678,,5261,2583.0,2583
cesta III. triedy,3138,543032,4,M387,543032-004 most cez miestny potok za obcou Plavnica,,1951.0,,,1.0,5.3,,7.0,6.5,,,Dobrý,20.79001977,49.318356277,515.755749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,5.3,dosková,monolitický železobetón,12.0,30.0,180.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,11,5207,2741A04000,2741A04200,3997,2930,,5513,2583.0,2583
cesta III. triedy,3138,543032,5,M747,543032-005 most cez miestny potok za obcou Plavnica,,1951.0,,,1.0,9.2,,7.0,6.5,,,Uspokojivý,20.788872158,49.320535491,505.041249,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,9.2,dosková,monolitický železobetón,14.0,31.0,110.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,11,5207,2741A04000,2741A04200,3997,3198,,5781,2583.0,2583
cesta III. triedy,3138,543032,6,M6890,543032-006 most cez potok Lipník v obci Malý Lipník,,1963.0,,,1.0,17.8,,8.9,6.5,,,Uspokojivý,20.792347812,49.331517611,459.577499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,17.8,trámová,prefabrikovaný predpätý betón,18.0,36.0,80.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,12,5208,2741A04200,2741A14400,791,540,,7120,6580.0,6580
cesta III. triedy,3138,543032,7,M3154,543032-007 most cez potok Lipník v obci Malý Lipník,,1972.0,,,1.0,20.57,,8.9,7.1,,,Uspokojivý,20.799270664,49.336410931,442.191,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,20.57,dosková,prefabrikovaný predpätý betón,20.0,62.0,168.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,14,218691,2741A14500,2741A04301,613,39,,7873,7834.0,7834
cesta III. triedy,3138,543032,8,M3359,543032-008 most cez miestny potok Legnava,,1964.0,,,1.0,4.94,,7.6,6.5,,,Dobrý,20.827042911,49.332736215,436.380499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,4.94,dosková,prefabrikovaný železobetón,35.0,90.0,362.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,16,234471,2741A04302,2741A04400,3245,3224,,11702,8478.0,8478
cesta III. triedy,3138,543032,9,M2129,543032-009 most cez miestny potok pred obcou Legnava,,1970.0,,,1.0,8.35,,7.58,6.52,,,Dobrý,20.843607717,49.335642805,438.402499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,8.35,dosková,prefabrikovaný železobetón,41.0,92.0,345.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,18,218698,2741A15200,2741A15300,505,0,,12985,12985.0,12985
cesta III. triedy,3138,543032,10,M5383,543032-010 most cez miestny potok v obci Legnava,,1970.0,,,1.0,6.33,,6.0,5.0,,,Uspokojivý,20.848475236,49.337702021,442.90325,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.33,dosková,prefabrikovaný železobetón,28.0,68.0,320.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,18,218698,2741A15200,2741A15300,505,438,,13423,12985.0,12985
cesta III. triedy,3140,543034,1,M6310,543034-001 most cez miestny potok Údol,,1932.0,,,1.0,3.05,,7.5,6.5,,,Dobrý,20.804655855,49.290363982,516.0095,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,3.05,dosková,monolitický železobetón,26.0,42.0,230.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,0,5176,2741A04000,2741A11900,691,645,,645,0.0,0
cesta III. triedy,3140,543034,2,M5418,543034-002 most cez miestny potok v obci Údol,,1933.0,,,1.0,3.56,,6.0,6.0,,,Dobrý,20.806670926,49.29118618,520.667749,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,3.56,dosková,monolitický železobetón,32.0,80.0,196.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,2,218666,2741A12000,2741A12100,199,86,,827,741.0,741
cesta III. triedy,3140,543034,3,M7624,543034-003 most cez miestny potok v obci Údol,,1930.0,,,1.0,3.07,,8.0,7.0,,,Uspokojivý,20.812187271,49.293502347,534.761499,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,3.07,dosková,monolitický železobetón,26.0,64.0,156.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,5,218669,2741A12300,2741A12400,98,85,,1466,1381.0,1381
cesta III. triedy,3141,543035,1,M4284,543035-001 most cez potok v obci M. Lipník,,1961.0,,,1.0,4.0,,8.0,6.5,,,Dobrý,20.788412556,49.327314437,471.364249,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,4.0,dosková,prefabrikovaný železobetón,22.0,35.0,380.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,0,5209,2741A04200,2741A14600,22,8,,8,0.0,0
cesta III. triedy,3141,543035,2,M1243,543035-002 most cez potok Lipník pred obcou Matysová,,1961.0,,,1.0,7.1,,8.5,7.0,,,Uspokojivý,20.785827081,49.326976875,476.25925,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.1,dosková,prefabrikovaný železobetón,30.0,70.0,280.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,1,218692,2741A14600,2741A14700,201,187,,209,22.0,22
cesta III. triedy,3141,543035,3,M5593,543035-003 most cez potok Lipník v obci Matysová,,1964.0,,,1.0,6.0,,7.5,6.5,,,Dobrý,20.761055384,49.314774809,565.887,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.0,dosková,prefabrikovaný železobetón,38.0,91.0,400.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,3,218694,2741A14800,2741A04700,3323,2598,,2972,374.0,374
cesta III. triedy,3141,543035,4,M1808,543035-004 most cez potok Lipník v obci Matysová,,1962.0,,,1.0,7.55,,7.5,6.5,,,Uspokojivý,20.758769863,49.31584865,578.564249,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,7.55,dosková,prefabrikovaný železobetón,26.0,62.0,252.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,3,218694,2741A14800,2741A04700,3323,2813,,3187,374.0,374
cesta III. triedy,3141,543035,5,M1406,543035-005 most cez potok Lipník v obci Matysová,,1964.0,,,1.0,6.0,,7.6,6.6,,,Dobrý,20.754109238,49.318123704,592.679,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Stará Ľubovňa",Prešovský samosprávny kraj,6.0,dosková,prefabrikovaný železobetón,40.0,92.0,400.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,PO SK,SUC PSK,SUC PSK - SL,Prešovský kraj,Stará Lubovňa,0.0,3,218694,2741A14800,2741A04700,3323,3242,,3616,374.0,374
